,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
44,0.1497948169708252,0.002218198776245117,0.6092307692307692,0.6204807692307692,10.0,"(62,)",25,"{'NN__alpha': 10.0, 'pca__n_components': 25, 'NN__hidden_layer_sizes': (62,)}",63,0.6538461538461539,0.6879807692307692,0.5788461538461539,0.5701923076923077,0.6,0.5817307692307693,0.5884615384615385,0.6134615384615385,0.625,0.6490384615384616,0.03959358040800876,0.0005266598609947229,0.027125611819239153,0.04347770291640962
45,0.13958683013916015,0.0026521205902099608,0.5923076923076923,0.6109615384615383,10.0,"(62,)",30,"{'NN__alpha': 10.0, 'pca__n_components': 30, 'NN__hidden_layer_sizes': (62,)}",92,0.6153846153846154,0.6370192307692307,0.5826923076923077,0.575,0.5653846153846154,0.5697115384615384,0.6019230769230769,0.6360576923076923,0.5961538461538461,0.6370192307692307,0.01962796309365006,0.0004188165404940726,0.01707103155474781,0.0315677631237795
46,0.17278037071228028,0.002956867218017578,0.5869230769230769,0.615,10.0,"(62,)",35,"{'NN__alpha': 10.0, 'pca__n_components': 35, 'NN__hidden_layer_sizes': (62,)}",109,0.6192307692307693,0.6692307692307692,0.5057692307692307,0.5576923076923077,0.6423076923076924,0.6379807692307692,0.6134615384615385,0.6216346153846154,0.5538461538461539,0.5884615384615385,0.046743946894222996,0.0002475678185284552,0.04999112347242763,0.03873389147907068
47,0.19522624015808104,0.0027643680572509766,0.6342307692307693,0.6567307692307691,10.0,"(62,)",40,"{'NN__alpha': 10.0, 'pca__n_components': 40, 'NN__hidden_layer_sizes': (62,)}",37,0.6326923076923077,0.6586538461538461,0.6307692307692307,0.6625,0.6788461538461539,0.6826923076923077,0.5826923076923077,0.6004807692307692,0.6461538461538462,0.6793269230769231,0.04394360768701254,6.493212586075428e-05,0.03099436864293197,0.029616321164012617
48,0.12592082023620604,0.0028485774993896483,0.5430769230769231,0.5571153846153847,10.0,"(62,)",45,"{'NN__alpha': 10.0, 'pca__n_components': 45, 'NN__hidden_layer_sizes': (62,)}",186,0.4826923076923077,0.5259615384615385,0.5403846153846154,0.5706730769230769,0.5769230769230769,0.6149038461538462,0.5576923076923077,0.5341346153846154,0.5576923076923077,0.5399038461538461,0.013017269323926947,0.00013672813075742452,0.032330577974873084,0.032613593020459165
49,0.1492076873779297,0.003370380401611328,0.5961538461538461,0.6238461538461538,10.0,"(62,)",50,"{'NN__alpha': 10.0, 'pca__n_components': 50, 'NN__hidden_layer_sizes': (62,)}",85,0.5903846153846154,0.6057692307692307,0.6153846153846154,0.6442307692307693,0.5538461538461539,0.5778846153846153,0.6269230769230769,0.6745192307692308,0.5942307692307692,0.6168269230769231,0.0219402423760329,0.0009000510800684744,0.025073855404625565,0.03308111556614429
50,0.13355779647827148,0.0017931938171386718,0.5930769230769231,0.6136538461538461,10.0,"(62,)",55,"{'NN__alpha': 10.0, 'pca__n_components': 55, 'NN__hidden_layer_sizes': (62,)}",91,0.5961538461538461,0.6149038461538462,0.6173076923076923,0.6466346153846154,0.5923076923076923,0.5951923076923077,0.6211538461538462,0.6706730769230769,0.5384615384615384,0.5408653846153846,0.03094193186407844,0.00019768908339299417,0.029557886241293633,0.044675440349415715
51,0.20237231254577637,0.0019350528717041015,0.6003846153846154,0.6532692307692308,10.0,"(62,)",60,"{'NN__alpha': 10.0, 'pca__n_components': 60, 'NN__hidden_layer_sizes': (62,)}",73,0.6057692307692307,0.6860576923076923,0.5307692307692308,0.5009615384615385,0.6538461538461539,0.7120192307692308,0.5980769230769231,0.6807692307692308,0.6134615384615385,0.6865384615384615,0.06380071665150205,0.0001759860800930664,0.039773768525523126,0.07692512016517127
52,0.09401588439941407,0.0016138553619384766,0.5761538461538461,0.5764423076923076,10.0,"(124,)",2,"{'NN__alpha': 10.0, 'pca__n_components': 2, 'NN__hidden_layer_sizes': (124,)}",128,0.525,0.5485576923076924,0.5423076923076923,0.5389423076923077,0.6326923076923077,0.6221153846153846,0.5480769230769231,0.5451923076923076,0.6326923076923077,0.6274038461538461,0.030445528350147025,0.0001625542698028017,0.046784157537030656,0.03960674849854781
53,0.14206538200378419,0.0015549659729003906,0.6934615384615385,0.6932692307692307,10.0,"(124,)",5,"{'NN__alpha': 10.0, 'pca__n_components': 5, 'NN__hidden_layer_sizes': (124,)}",7,0.7038461538461539,0.6956730769230769,0.698076923076923,0.6990384615384615,0.6846153846153846,0.7019230769230769,0.6903846153846154,0.6923076923076923,0.6903846153846154,0.6774038461538462,0.026488538808238066,1.2402350238456681e-05,0.006728021417129203,0.008562552638805041
54,0.14089007377624513,0.0017673492431640625,0.6707692307692308,0.6741346153846154,10.0,"(124,)",10,"{'NN__alpha': 10.0, 'pca__n_components': 10, 'NN__hidden_layer_sizes': (124,)}",14,0.6903846153846154,0.7067307692307693,0.6846153846153846,0.6822115384615385,0.6230769230769231,0.6264423076923077,0.6788461538461539,0.6831730769230769,0.676923076923077,0.6721153846153847,0.02805624444955102,0.0002366190422349628,0.024306962014346095,0.02641239566889787
55,0.1698011875152588,0.001644468307495117,0.6503846153846153,0.6631730769230769,10.0,"(124,)",15,"{'NN__alpha': 10.0, 'pca__n_components': 15, 'NN__hidden_layer_sizes': (124,)}",24,0.6134615384615385,0.6201923076923077,0.6134615384615385,0.6221153846153846,0.6923076923076923,0.7163461538461539,0.6711538461538461,0.6889423076923077,0.6615384615384615,0.6682692307692307,0.054807751042472985,2.3926869466177483e-05,0.03174882935921372,0.03755124703450144
56,0.15665082931518554,0.0018901824951171875,0.6034615384615385,0.6302884615384615,10.0,"(124,)",20,"{'NN__alpha': 10.0, 'pca__n_components': 20, 'NN__hidden_layer_sizes': (124,)}",71,0.5576923076923077,0.5985576923076923,0.6442307692307693,0.6692307692307692,0.5480769230769231,0.5552884615384616,0.6,0.6399038461538461,0.6673076923076923,0.6884615384615385,0.05649618175803363,0.0003446405669764752,0.04671770947615286,0.04821806206055712
57,0.1524949550628662,0.0028423786163330076,0.6173076923076923,0.6389423076923076,10.0,"(124,)",25,"{'NN__alpha': 10.0, 'pca__n_components': 25, 'NN__hidden_layer_sizes': (124,)}",52,0.6365384615384615,0.6625,0.6076923076923076,0.6278846153846154,0.6461538461538462,0.6245192307692308,0.6115384615384616,0.6370192307692307,0.5846153846153846,0.6427884615384616,0.013980178634313735,0.0004977531865932661,0.02189269149347339,0.013444357167413039
58,0.19381566047668458,0.0031341552734375,0.6215384615384615,0.6527884615384616,10.0,"(124,)",30,"{'NN__alpha': 10.0, 'pca__n_components': 30, 'NN__hidden_layer_sizes': (124,)}",51,0.6596153846153846,0.6894230769230769,0.6038461538461538,0.5802884615384616,0.6384615384615384,0.6759615384615385,0.6423076923076924,0.6899038461538461,0.5634615384615385,0.6283653846153846,0.06133617020988217,0.0002806249915992836,0.03421564056351419,0.042683427697409675
