,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
52,0.4447268009185791,0.10600461959838867,0.7946100449162924,0.7874635956995937,10.0,"(124,)",9,"{'filter__n': 9, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (124,)}",54,0.8020408163265306,0.7868810617662072,0.7836734693877551,0.7922409392547218,0.7918367346938775,0.7700357325165901,0.8059244126659857,0.792549119673386,0.7895812053115424,0.795611125287063,0.009296496723441402,0.0010466298379897536,0.008195133578393573,0.009155736615035064
53,0.4834038257598877,0.10712265968322754,0.7923642302980809,0.7943542675889155,10.0,"(124,)",10,"{'filter__n': 10, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (124,)}",69,0.789795918367347,0.796579887697805,0.786734693877551,0.7868810617662072,0.7969387755102041,0.7884124553343542,0.7783452502553626,0.795611125287063,0.8100102145045965,0.8042868078591477,0.03445791696229727,0.0016640296039251755,0.010647441153491083,0.006266456263300445
54,0.48555283546447753,0.10707454681396485,0.791751735402205,0.7957835812778964,10.0,"(124,)",11,"{'filter__n': 11, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (124,)}",70,0.7908163265306123,0.7983665135273098,0.7969387755102041,0.7914752424706483,0.7826530612244897,0.7894333843797856,0.7967313585291114,0.7945904567491707,0.7916241062308478,0.805052309262567,0.022149701691663422,0.0015339576598965227,0.005204020215833509,0.005529759262802289
55,0.4099742412567139,0.1056210994720459,0.7835851367905268,0.7835851334078645,0.01,"(7,)",1,"{'filter__n': 1, 'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (7,)}",139,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7834525025536262,0.7836182699668283,0.0036868373914744294,0.001310922923295043,0.00010824013408538259,2.705588709761459e-05
56,0.4763902187347412,0.10691299438476562,0.7770518579011841,0.7788388684021419,0.01,"(7,)",2,"{'filter__n': 2, 'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (7,)}",194,0.7887755102040817,0.7807554874936192,0.7857142857142857,0.7840735068912711,0.7836734693877551,0.7827973455844819,0.7671092951991828,0.7726460831844858,0.7599591419816139,0.7739219188568512,0.01593410922473819,0.0010561565947850803,0.011377241136324079,0.004674855977241402
57,0.44637722969055177,0.10618162155151367,0.7801143323805635,0.7804714561238224,0.01,"(7,)",3,"{'filter__n': 3, 'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (7,)}",184,0.7826530612244897,0.7817764165390505,0.7795918367346939,0.7825421133231241,0.7714285714285715,0.7738642164369577,0.7834525025536262,0.7815769328910437,0.7834525025536262,0.782597601428936,0.006935950063029917,0.0012819936422016327,0.004570935297453476,0.00332832486224932
58,0.4913424015045166,0.10601959228515626,0.6790526745610453,0.6733534002290642,0.01,"(7,)",4,"{'filter__n': 4, 'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (7,)}",209,0.7744897959183673,0.7896886166411434,0.763265306122449,0.7784583971413986,0.810204081632653,0.7917304747320061,0.7885597548518897,0.7994386323041592,0.25842696629213485,0.20745088032661393,0.049395426997694614,0.00128302489713897,0.2108157572105528,0.2330479429303532
59,0.5708461284637452,0.10671529769897461,0.7658227848101266,0.7822070615518095,0.01,"(7,)",5,"{'filter__n': 5, 'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (7,)}",206,0.7663265306122449,0.7554874936191934,0.7887755102040817,0.8034711587544666,0.7795918367346939,0.7884124553343542,0.7528089887640449,0.766777239091605,0.7415730337078652,0.7968869609594285,0.15941902294548907,0.0012034983957484437,0.017169194491954663,0.018210891906314874
60,0.4777549743652344,0.10600519180297852,0.7874642711310739,0.7949167554671741,0.01,"(7,)",6,"{'filter__n': 6, 'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (7,)}",108,0.7928571428571428,0.7991322103113834,0.7846938775510204,0.8037263910158244,0.8122448979591836,0.7909647779479326,0.7854954034729316,0.7905077825976015,0.7620020429009193,0.7902526154631283,0.00825408425316237,0.001539450735140479,0.01614252399545548,0.005517084521704721
61,0.4055976390838623,0.10598282814025879,0.21641486320947326,0.21641486659213544,0.01,"(7,)",7,"{'filter__n': 7, 'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (7,)}",216,0.2163265306122449,0.2164369576314446,0.2163265306122449,0.2164369576314446,0.2163265306122449,0.2164369576314446,0.21654749744637386,0.21638173003317174,0.21654749744637386,0.21638173003317174,0.0018918858875339943,0.0007630349397510216,0.00010824013408542338,2.70558870975874e-05
